"AnimalName","numberOfAnimals","AnimalType"
"Maizi",1,"D"
"Ellie Listama",1,"D"
"Monty Marsh",1,"D"
"Belle Hardy",1,"D"
"Bowie Sapa Stardust",1,"D"
"Lotty",1,"D"
"Gunnis Lake Smart Cookie",1,"D"
"Banjo Gorlick",1,"D"
"Naeco",1,"D"
"burny",1,"D"
"Douggie",1,"D"
"Tyrken Chontelle",1,"D"
"Kevie",1,"D"
"Chinta",1,"D"
"Chickie",1,"D"
"Fleck",1,"D"
"Panic",1,"D"
"Alfie Weber",1,"D"
"Lace",1,"D"
"Zieball",1,"D"
"Gaby",1,"D"
"Jamy",1,"D"
"Tesha",1,"D"
"Rajaah",1,"D"
"Cliffe",1,"D"
"Giorgio",1,"D"
"Fluer",1,"D"
"Chiliie",1,"D"
"Ngalu",1,"D"
"Stiles",1,"D"
"Zeplin",1,"D"
"Zippo",1,"D"
"Koko Hunter",1,"D"
"Sharnie",1,"D"
"Cludo",1,"D"
"Hustler",1,"D"
"Arki",1,"D"
"Tage",1,"D"
"Rub y",1,"D"
"Warlock",1,"D"
"Ockie",1,"D"
"Sigmund",1,"D"
"Bolton",1,"D"
"Coffee",1,"D"
"Reva",1,"D"
"Atahu",1,"D"
"Zara Falconer",1,"D"
"Sookii",1,"D"
"Zoomer",1,"D"
"Hilton",1,"D"
"Yogi Belle",1,"D"
"Jaggar",1,"D"
"Coster",1,"D"
"Story",1,"D"
"Oreo Watanabe",1,"D"
"Boondie",1,"D"
"Loopy Loo",1,"D"
"Dash George",1,"D"
"Velty",1,"D"
"Kingswood",1,"D"
"Tkay",1,"D"
"Pando",1,"D"
"Don",1,"D"
"Milaya",1,"D"
"Emjay",1,"D"
"Jelle",1,"D"
"Chani",1,"D"
"Starling",1,"D"
"Zomie",1,"D"
"Calla",1,"D"
"Alphy",1,"D"
"Lord Nelson",1,"D"
"Ugly",1,"D"
"Beautiful",1,"D"
"Miley Ann",1,"D"
"Miss barker",1,"D"
"Mille",1,"D"
"Sarjent",1,"D"
"Harrie",1,"D"
"Shelby Kelly",1,"D"
"Seraa",1,"D"
"Agro",1,"D"
"Sophie Emmaline",1,"D"
"LaKoda",1,"D"
"Elvira-Bean the Drama Queen",1,"D"
"Josephine",1,"D"
"Radley",1,"D"
"Bunge",1,"D"
"Gypsie Mae",1,"D"
"Nala Wykes",1,"D"
"Frankie Brown",1,"D"
"Bella Dora",1,"D"
"Snowball",1,"D"
"Fizz-Gig",1,"D"
"Chadwick",1,"D"
"Bexta",1,"D"
"Nindi",1,"D"
"Happy Bear",1,"D"
"Paw Paw",1,"D"
"Mustard",1,"D"
"Monkeley",1,"D"
"Ruphis",1,"D"
"Keeper",1,"D"
"Brandibell",1,"D"
"Bec",1,"D"
"Draco",1,"D"
"Aimee",1,"D"
"Ankh",1,"D"
"Syrius",1,"D"
"Ollivander",1,"D"
"Mr. Digby",1,"D"
"Lamington",1,"D"
"Kransky",1,"D"
"Crumbles",1,"D"
"Petals",1,"D"
"Israel",1,"D"
"Zookie",1,"D"
"Mushy",1,"D"
"Zachy",1,"D"
"Elva",1,"D"
"Sam (AKA Lilly)",1,"D"
"Fitzroy",1,"D"
"Smeagol",1,"D"
"Snowee",1,"D"
"Papillon",1,"D"
"Jinks",1,"D"
"Biro",1,"D"
"Neeson",1,"D"
"Cheetah",1,"D"
"Cupid",1,"D"
"Damos",1,"D"
"Lucylu",1,"D"
"Kudah",1,"D"
"Milo Hayes",1,"D"
"Durc",1,"D"
"Mazey",1,"D"
"Olli Banks",1,"D"
"Jaa",1,"D"
"Penny Schulz",1,"D"
"Chelsea Brown",1,"D"
"Happ",1,"D"
"Beauty Herd",1,"D"
"Blackie Herd",1,"D"
"Beatrix",1,"D"
"Ruby Thomas-Hafner",1,"D"
"Jude St Francis",1,"D"
"Treis",1,"D"
"Murri",1,"D"
"Little Fred",1,"D"
"Ella-Blue",1,"D"
"Milhouse",1,"D"
"Nahbi",1,"D"
"Rio Brasa",1,"D"
"Lumiere",1,"D"
"Doggy",1,"D"
"BJ  (Buck Junior)",1,"D"
"Artigema Material Girl (Lexi)",1,"D"
"Blackie Michel Moore",1,"D"
"Chika",1,"D"
"Malboi",1,"D"
"Fui Fui",1,"D"
"Swiss",1,"D"
"Trix",1,"D"
"Winter (Winnie)",1,"D"
"Worsie",1,"D"
"Shaq",1,"D"
"AJay",1,"D"
"Graham",1,"D"
"Kiddeater",1,"D"
"Lexie Graye",1,"D"
"Patsi",1,"D"
"Soult",1,"D"
"Jesse Jayne",1,"D"
"Bozwell",1,"D"
"Eevie",1,"D"
"Skyes",1,"D"
"Oli",1,"D"
"Beau Bo",1,"D"
"Henley",1,"D"
"Keikei",1,"D"
"Bela",1,"D"
"Hokey Pokey",1,"D"
"Bron",1,"D"
"Marita Bella",1,"D"
"Layah",1,"D"
"Emilly",1,"D"
"Eliott",1,"D"
"Jacka",1,"D"
"Piper Thompson",1,"D"
"Pommie",1,"D"
"Ava dunnet",1,"D"
"Roxy dunnet",1,"D"
"Sema",1,"D"
"Wagsta",1,"D"
"Igloo",1,"D"
"Julz",1,"D"
"Kierra",1,"D"
"Reddog",1,"D"
"Saly",1,"D"
"Maverick (was Grundy)",1,"D"
"Sherlock Yates",1,"D"
"Bourbon",1,"D"
"Bella Jones",1,"D"
"Witness",1,"D"
"Kalua",1,"D"
"Reesee",1,"D"
"Mackka",1,"D"
"Macduff",1,"D"
"Thiago",1,"D"
"Bullit",1,"D"
"Dawson-Mae",1,"D"
"Anka",1,"D"
"Ataea",1,"D"
"Denvah",1,"D"
"Sargi",1,"D"
"Katana",1,"D"
"Nimbus",1,"D"
"Cobar",1,"D"
"Indii",1,"D"
"Taleia",1,"D"
"Neema",1,"D"
"Millie  (Mindy)",1,"D"
"Ula",1,"D"
"Tardy",1,"D"
"Dani",1,"D"
"Cortex",1,"D"
"Rembrandt",1,"D"
"Edwina",1,"D"
"Wolfgang Chow",1,"D"
"inuk",1,"D"
"Kara Mia Tupua",1,"D"
"Beau Swartz",1,"D"
"Bubby",1,"D"
"Pakko",1,"D"
"Puki",1,"D"
"Poochies",1,"D"
"Howie Cross",1,"D"
"Petunia",1,"D"
"HarVee",1,"D"
"Sabina",1,"D"
"Molly Delaney",1,"D"
"Dash Foley",1,"D"
"Pandi",1,"D"
"Galli",1,"D"
"Arci",1,"D"
"Pudley",1,"D"
"Kivuli",1,"D"
"Thanos",1,"D"
"Olsen",1,"D"
"Moylan",1,"D"
"Pippa (Zip)",1,"D"
"Kate",1,"D"
"Louie Davies",1,"D"
"Merewyn",1,"D"
"Gwido",1,"D"
"Millie Cantatore",1,"D"
"Creed",1,"D"
"Sonney",1,"D"
"Serby",1,"D"
"R.J.",1,"D"
"Nounours",1,"D"
"Nuckles",1,"D"
"TAKO",1,"D"
"Talula",1,"D"
"Barker",1,"D"
"Rumor",1,"D"
"Ishi",1,"D"
"Sprinkles",1,"D"
"Taisce",1,"D"
"Go Go",1,"D"
"Thora",1,"D"
"Ramboy",1,"D"
"Juneau",1,"D"
"Rasco",1,"D"
"Lester",1,"D"
"Aries",1,"D"
"Tarquila Samuel",1,"D"
"Zek",1,"D"
"Del-Boy",1,"D"
"Flouncy",1,"D"
"Jelly bean",1,"D"
"Brick",1,"D"
"Celine",1,"D"
"Bella AKA Tess",1,"D"
"Tivi",1,"D"
"Boag",1,"D"
"BamBam",1,"D"
"Bonti",1,"D"
"Squid",1,"D"
"Muzz",1,"D"
"Ngila",1,"D"
"Rosey-Lee",1,"D"
"Zoogy",1,"D"
"Simpson",1,"D"
"Granger",1,"D"
"Chantelle",1,"D"
"Mady",1,"D"
"McTavish",1,"D"
"Hu",1,"D"
"Esha",1,"D"
"Ziva Flynn",1,"D"
"Kruiza",1,"D"
"Rusty Thomas",1,"D"
"Sachy",1,"D"
"Jiminy",1,"D"
"Tropo",1,"D"
"Deputy",1,"D"
"Becca",1,"D"
"Mr Stinky",1,"D"
"Kyber",1,"D"
"Lei",1,"D"
"Grips",1,"D"
"Zafiki Tottszer-Francis",1,"D"
"Bilbo Zeus Caesar Simmonds",1,"D"
"Lola smith",1,"D"
"Mara-Jade",1,"D"
"To To",1,"D"
"Perseus",1,"D"
"Shanook",1,"D"
"Dyno",1,"D"
"Sir Harrison the Great",1,"D"
"Nancy Indiana Lew",1,"D"
"Jack Anderson",1,"D"
"Sterling",1,"D"
"Rosalie",1,"D"
"Astro Meisenhelter",1,"D"
"Bruce Meuleners",1,"D"
"Porcher",1,"D"
"Bof",1,"D"
"Mr Wiggle Bottom",1,"D"
"Bair",1,"D"
"Chaya",1,"D"
"Lumi",1,"D"
"Frylock",1,"D"
"Izzy Stewart",1,"D"
"Murphee",1,"D"
"Vera",1,"D"
"Willis McMillan",1,"D"
"Jon Jon",1,"D"
"Hettie",1,"D"
"Jesse Stanton",1,"D"
"Lady Jobee",1,"D"
"Butsy",1,"D"
"Baley",1,"D"
"Oberyn",1,"D"
"Rina",1,"D"
"Gizz",1,"D"
"Joe Tarver-Morgan",1,"D"
"Georgie-Girl",1,"D"
"Lain",1,"D"
"Augie",1,"D"
"Mozy",1,"D"
"Princess Bella",1,"D"
"Tilly Bigalla",1,"D"
"Moonie",1,"D"
"Ark",1,"D"
"Everesy",1,"D"
"Bitty Bear",1,"D"
"Cami",1,"D"
"Knucklehead",1,"D"
"Letti",1,"D"
"Pogo",1,"D"
"Honey Calder",1,"D"
"Kustoms",1,"D"
"Lyndon",1,"D"
"Pipin",1,"D"
"Gwennie",1,"D"
"Zues Caves",1,"D"
"Tia Dalma",1,"D"
"Zook",1,"D"
"Zan",1,"D"
"Babu",1,"D"
"Orca",1,"D"
"Lika",1,"D"
"Ivy Rose",1,"D"
"Nate Nichols",1,"D"
"Herbert",1,"D"
"Yassy",1,"D"
"Twinkle Toes",1,"D"
"Mr Tickle",1,"D"
"Combo",1,"D"
"Michi",1,"D"
"Nanuk",1,"D"
"Rudd",1,"D"
"Maible",1,"D"
"Evangelina",1,"D"
"Gaffy",1,"D"
"Bismark",1,"D"
"Ollie Allen",1,"D"
"Savanah",1,"D"
"Coco Avent",1,"D"
"Ruby Stewart",1,"D"
"PIMMS",1,"D"
"Kaia (Atorricus Seabreeze)",1,"D"
"Lupe Fiasco",1,"D"
"Kasia",1,"D"
"Jah",1,"D"
"DeeDee",1,"D"
"Dammy",1,"D"
"Molly-Rose",1,"D"
"Suzanna",1,"D"
"Kila",1,"D"
"Mannix",1,"D"
"Aka Connie",1,"D"
"Franki-Ray",1,"D"
"Gizzie",1,"D"
"Taydo",1,"D"
"Timon",1,"D"
"Black Pepper",1,"D"
"Milli Johnston",1,"D"
"Kas",1,"D"
"Mr Chow",1,"D"
"Minke",1,"D"
"Ayman",1,"D"
"Cheeka",1,"D"
"Tessa Hunter Glare",1,"D"
"Daisy May Xena Boyes",1,"D"
"Lauren",1,"D"
"Pru",1,"D"
"Jemmi",1,"D"
"Ziggy Latte",1,"D"
"Grady",1,"D"
"Lua",1,"D"
"LeRoi",1,"D"
"Zakota",1,"D"
"Wikki",1,"D"
"Minxy",1,"D"
"Cayden",1,"D"
"Haime",1,"D"
"Isobella",1,"D"
"Impa",1,"D"
"Kenni",1,"D"
"Rampage",1,"D"
"Pancake",1,"D"
"Wilby",1,"D"
"JB",1,"D"
"Hurley Burton Bartholomew",1,"D"
"Crowley",1,"D"
"Charlie Neep",1,"D"
"Dozzer",1,"D"
"Alexa",1,"D"
"Shielah",1,"D"
"Euki",1,"D"
"Burliegh",1,"D"
"Georgie Girl",1,"D"
"Moly",1,"D"
"Shiny",1,"D"
"Sunnyblu Grace",1,"D"
"Sahla",1,"D"
"Marlow",1,"D"
"Tullie",1,"D"
"Ralph Peirson",1,"D"
"Bennett",1,"D"
"Catarna",1,"D"
"Branson",1,"D"
"Tumbleweed",1,"D"
"Darcy Campbell Crocker",1,"D"
"Zilda",1,"D"
"Pitch",1,"D"
"Looka",1,"D"
"Xy Cooper",1,"D"
"Pikus",1,"D"
"Bray",1,"D"
"Dash Cameron",1,"D"
"Newston",1,"D"
"Spats",1,"D"
"Ellie-May",1,"D"
"Immogen",1,"D"
"Double",1,"D"
"Derrick",1,"D"
"Luis Shankly Pride",1,"D"
"Siren",1,"D"
"Chantilly Lace",1,"D"
"Duggee",1,"D"
"Kwan Yin",1,"D"
"Arlo Pugh",1,"D"
"Franktino",1,"D"
"Tokii",1,"D"
"Jazzabella",1,"D"
"Junioir",1,"D"
"SHORTIE",1,"D"
"Montgomery",1,"D"
"Zahla",1,"D"
"Jessica Rose",1,"D"
"Dartagan",1,"D"
"Kazi",1,"D"
"Boucher",1,"D"
"Mona",1,"D"
"Leo Mueller",1,"D"
"Lio",1,"D"
"Keith Lightning",1,"D"
"Mandela",1,"D"
"Surf",1,"D"
"Lotte",1,"D"
"Hime",1,"D"
"Winston Hannan",1,"D"
"Cordy",1,"D"
"Tequila",1,"D"
"Soony",1,"D"
"Savage",1,"D"
"Bear Kendall",1,"D"
"Lexi Kendall",1,"D"
"Benedict (Benny)",1,"D"
"Brucee Love",1,"D"
"Ghia",1,"D"
"Mundie",1,"D"
"Nala Pirret",1,"D"
"Shamu",1,"D"
"Max-D",1,"D"
"Loki Davis",1,"D"
"Gap",1,"D"
"Smoo",1,"D"
"Tallie",1,"D"
"Cusco",1,"D"
"Njord",1,"D"
"Evie Lee",1,"D"
"Soo",1,"D"
"Mei Mei",1,"D"
"Beau Thompson",1,"D"
"Rufus Rayner",1,"D"
"Sheridan",1,"D"
"Oby",1,"D"
"Beannie",1,"D"
"Min Min",1,"D"
"Dydee",1,"D"
"Betsey Mae",1,"D"
"Jewell",1,"D"
"Tosca",1,"D"
"Scapa",1,"D"
"Zumi Travers",1,"D"
"Kobe Earle",1,"D"
"Tandia",1,"D"
"MU",1,"D"
"Aya",1,"D"
"Cobalt",1,"D"
"Moppet",1,"D"
"Cooli",1,"D"
"Malet",1,"D"
"Zaida",1,"D"
"Bonnie Anne",1,"D"
"Beauty Agnes",1,"D"
"Charlie Durrant",1,"D"
"Suzy Sunshine",1,"D"
"Lady Penelope",1,"D"
"Moon",1,"D"
"Elanor",1,"D"
"Rozie",1,"D"
"Wonda",1,"D"
"Mercer",1,"D"
"Hadlee",1,"D"
"Eboni",1,"D"
"Rusty II",1,"D"
"Oxygen",1,"D"
"Zora",1,"D"
"Poppy gezzer",1,"D"
"Verti",1,"D"
"Julia",1,"D"
"Winxy",1,"D"
"Odo",1,"D"
"Sally Rowe",1,"D"
"Ruffie",1,"D"
"Snippy",1,"D"
"India Rose",1,"D"
"Nunsongi",1,"D"
"Mia Voller",1,"D"
"Kenzie Voller",1,"D"
"Sweetie Pie",1,"D"
"Buoy",1,"D"
"Willow Saye",1,"D"
"Kahni",1,"D"
"Klutch",1,"D"
"Webber",1,"D"
"Fooey",1,"D"
"Cow",1,"D"
"Indiana Jones",1,"D"
"Squeeky",1,"D"
"Bi Bi",1,"D"
"Triggles",1,"D"
"Piili",1,"D"
"Miss Sweet Chilli Pepper",1,"D"
"Ruxin",1,"D"
"paki",1,"D"
"Pillow",1,"D"
"Booker",1,"D"
"Ollie Froud",1,"D"
"Chaska",1,"D"
"Zayla",1,"D"
"Sonny Burden",1,"D"
"Peppermint",1,"D"
"Jini",1,"D"
"Rosie Belle",1,"D"
"Olyve-Oil",1,"D"
"Jack Fern Daniels",1,"D"
"Akilah",1,"D"
"Rhami",1,"D"
"Hobbes",1,"D"
"Pekoe",1,"D"
"Mufussa",1,"D"
"Poggy",1,"D"
"Redy",1,"D"
"Selah",1,"D"
"Bessa",1,"D"
"Defa",1,"D"
"Hattie",1,"D"
"Dee Jay",1,"D"
"Blip",1,"D"
"Kahlu",1,"D"
"Peekaboo",1,"D"
"Manda",1,"D"
"Twoup",1,"D"
"Chewie Di Mambro",1,"D"
"Colbie",1,"D"
"Lissy",1,"D"
"Nilly",1,"D"
"Cheyenne",1,"D"
"Bluto",1,"D"
"Everest",1,"D"
"Inja",1,"D"
"Shakara",1,"D"
"Lupin",1,"D"
"Tigger Toy",1,"D"
"Rabbie Burns",1,"D"
"Bmo",1,"D"
"Boopens",1,"D"
"Ziger",1,"D"
"Penny Lane",1,"D"
"Hazel Grace",1,"D"
"Marshal",1,"D"
"Chook",1,"D"
"Whizza",1,"D"
"Goodonya",1,"D"
"Islay",1,"D"
"Brown Harry",1,"D"
"Mud",1,"D"
"Maggie May",1,"D"
"knotty",1,"D"
"Zurri",1,"D"
"Starman",1,"D"
"Baggi",1,"D"
"Buzz Richards",1,"D"
"Atti",1,"D"
"Ijay",1,"D"
"Jayson",1,"D"
"Khloe",1,"D"
"Lexi Robinson",1,"D"
"Lota",1,"D"
"Sasha-Lee",1,"D"
"Abu",1,"D"
"Daezey",1,"D"
"Zabel",1,"D"
"Baghira",1,"D"
"Chealsea",1,"D"
"Chevi",1,"D"
"Mona Wahoo",1,"D"
"Miss Mavie",1,"D"
"Spudz",1,"D"
"Buttkiss Dillinger Parris",1,"D"
"Padlock",1,"D"
"Gypsy Tink",1,"D"
"Aston Langdon",1,"D"
"Tamou",1,"D"
"Zoey Rodgers",1,"D"
"Rhoadz",1,"D"
"Tripz",1,"D"
"Chewbacca Jamison",1,"D"
"Bruce McCormack",1,"D"
"Bonnie McCormack",1,"D"
"Annie Dyer",1,"D"
"Shenzi",1,"D"
"Scrubby",1,"D"
"Leuy",1,"D"
"Rousey",1,"D"
"Mazjeek",1,"D"
"Pixel",1,"D"
"Adore",1,"D"
"Kellar",1,"D"
"Wolfi",1,"D"
"Kayleigh",1,"D"
"Zetch",1,"D"
"Zuti",1,"D"
"Lingwoo",1,"D"
"Indie Hobby",1,"D"
"Ryder Robinson",1,"D"
"Mr Bigglesworth",1,"D"
"Kawi",1,"D"
"Yarndy",1,"D"
"Winston James McMurtrie",1,"D"
"Wiggy",1,"D"
"Benne",1,"D"
"Loca",1,"D"
"JayTee",1,"D"
"Dakota Bannerbrite",1,"D"
"Samadhi",1,"D"
"Hawy",1,"D"
"Blinx",1,"D"
"Tanuki",1,"D"
"Scrumbles",1,"D"
"Jam (Floyd)",1,"D"
"Mr Jack",1,"D"
"Max Hunter",1,"D"
"Pipi McLeod",1,"D"
"Gerald",1,"D"
"Kika",1,"D"
"Molly2",1,"D"
"Jaisa",1,"D"
"Shamrock",1,"D"
"LoThar",1,"D"
"Skux",1,"D"
"Jarra",1,"D"
"Butcher",1,"D"
"Sky-Blue",1,"D"
"Frisky",1,"D"
"Billy / Bilbo",1,"D"
"Stax",1,"D"
"Ayara",1,"D"
"Chakri",1,"D"
"Birdie",1,"D"
"Piggy",1,"D"
"ChiChi",1,"D"
"Askim",1,"D"
"Marin",1,"D"
"Mooshka",1,"D"
"Zircon",1,"D"
"Tansey",1,"D"
"Nagini",1,"D"
"Bosko",1,"D"
"Tickford",1,"D"
"Bonnie Hatcher",1,"D"
"Tupak",1,"D"
"Mohito",1,"D"
"Lewey",1,"D"
"Hewey",1,"D"
"Betty Moroney",1,"D"
"Brown Sugar",1,"D"
"Lucy Bueti",1,"D"
"Boags",1,"D"
"Arlek",1,"D"
"Emerson Jenkins",1,"D"
"Eire",1,"D"
"Tookie",1,"D"
"Whip",1,"D"
"Lola Belle",1,"D"
"Bourneville",1,"D"
"Tiger-Lily",1,"D"
"Ditto",1,"D"
"Jack Black",1,"D"
"Diago",1,"D"
"Skyla Blu",1,"D"
"Herman",1,"D"
"Suebi",1,"D"
"Luna Lovegood",1,"D"
"Aurie",1,"D"
"Ksubi Lou Freebush",1,"D"
"Ruca",1,"D"
"Zadi",1,"D"
"Wippet",1,"D"
"Rush",1,"D"
"Bahloo",1,"D"
"Bently",1,"D"
"Betty Jean",1,"D"
"Duggie Newman",1,"D"
"Norm",1,"D"
"Hanzo",1,"D"
"Theadore",1,"D"
"Dolla",1,"D"
"Sammy J",1,"D"
"Jesse James",1,"D"
"Treasure",1,"D"
"Lexis",1,"D"
"Grumbles",1,"D"
"Poky",1,"D"
"Muttley",1,"D"
"Galen",1,"D"
"Fabian",1,"D"
"Lakhota",1,"D"
"Belt",1,"D"
"Toga",1,"D"
"Wheels",1,"D"
"Rolo-ninja",1,"D"
"Saia",1,"D"
"Shifty",1,"D"
"Harriet Wolf Vos",1,"D"
"Jamu",1,"D"
"Seamus",1,"D"
"Sharon",1,"D"
"Asterix",1,"D"
"Jessi",1,"D"
"Shiloh Bear",1,"D"
"Koot",1,"D"
"Atari",1,"D"
"Raphy",1,"D"
"Chevy Ann",1,"D"
"Lue",1,"D"
"Boydog",1,"D"
"Hezekiah",1,"D"
"Soota",1,"D"
"Bomma",1,"D"
"Zebby",1,"D"
"Henna",1,"D"
"Patch (formerly Sophie)",1,"D"
"Bulla",1,"D"
"Diesel Cowderoy",1,"D"
"Ret",1,"D"
"Lolly Reynolds",1,"D"
"Blueberry",1,"D"
"Buzzbee",1,"D"
"Bobby Joe",1,"D"
"Tsuyoshi",1,"D"
"Bitzer",1,"D"
"Odysseus",1,"D"
"Kali McNabb",1,"D"
"Strokes",1,"D"
"Tibbi",1,"D"
"Rhodey",1,"D"
"Malta",1,"D"
"Mavrex",1,"D"
"Oscra",1,"D"
"Ramesses",1,"D"
"Bonbon",1,"D"
"Dagmar",1,"D"
"GeGe",1,"D"
"Taz Harvey",1,"D"
"Bella Bear",1,"D"
"Yasei",1,"D"
"Spiky",1,"D"
"Aslan",1,"D"
"Cuz",1,"D"
"Alika",1,"D"
"Tzar",1,"D"
"Miso Paton",1,"D"
"Rudigar",1,"D"
"Conor",1,"D"
"Rubee",1,"D"
"Brat",1,"D"
"Negus",1,"D"
"Scoonie",1,"D"
"Bojak Zakele",1,"D"
"Google",1,"D"
"Pippa Murphy-Mullane",1,"D"
"Drak",1,"D"
"Luck",1,"D"
"RJL Coco Charlie Bear",1,"D"
"Buddy 2",1,"D"
"Cleaver Green",1,"D"
"Shevvy",1,"D"
"Swali",1,"D"
"Georgette",1,"D"
"Murdock",1,"D"
"Kirk",1,"D"
"Patche",1,"D"
"Minnie May",1,"D"
"Kooper",1,"D"
"Finch",1,"D"
"Drama",1,"D"
"Tila",1,"D"
"Bambini",1,"D"
"Tigger (Soldier)",1,"D"
"Zey",1,"D"
"Rupet",1,"D"
"Bombur",1,"D"
"Yenda",1,"D"
"Stripe",1,"D"
"Bronnie",1,"D"
"Neeki",1,"D"
"Tahiti",1,"D"
"Rascal Attard",1,"D"
"Honey B",1,"D"
"Moto",1,"D"
"Shogun",1,"D"
"Ramsii",1,"D"
"Toba",1,"D"
"Chaser",1,"D"
"Ryder Taylor",1,"D"
"Irene",1,"D"
"Reiko",1,"D"
"Aine",1,"D"
"Dakota (Daks)",1,"D"
"Mannie",1,"D"
"Wookie Nanuk",1,"D"
"Tanqueray",1,"D"
"Malakite",1,"D"
"Craig",1,"D"
"Serge",1,"D"
"Hullabaloo",1,"D"
"Loiue",1,"D"
"Zeanna",1,"D"
"Jose Louie",1,"D"
"Daisy Grace Wilton",1,"D"
"Mouse Katia",1,"D"
"Margaret",1,"D"
"Wizz",1,"D"
"Boozer",1,"D"
"Bohdin",1,"D"
"Tripp",1,"D"
"Ricky Mendez",1,"D"
"Peppa McKirdy",1,"D"
"Jax Peyton",1,"D"
"Jethro Leroy",1,"D"
"Koah",1,"D"
"Betty Boop",1,"D"
"Meraki",1,"D"
"Tedditoo",1,"D"
"Phenix",1,"D"
"Cesa",1,"D"
"Sargeie",1,"D"
"Michelangelo (Micky)",1,"D"
"Cheche",1,"D"
"Marcy",1,"D"
"Jasper Alderson",1,"D"
"Sandy Peppa",1,"D"
"Shabu",1,"D"
"Cleveland",1,"D"
"Agatha",1,"D"
"Ceazer",1,"D"
"Aja",1,"D"
"Janey",1,"D"
"Amiri",1,"D"
"Saber Rusich",1,"D"
"Novia",1,"D"
"Pear",1,"D"
"Suki-Mei",1,"D"
"Amanzi Nandi",1,"D"
"Denozo",1,"D"
"Cain",1,"D"
"Kaydo",1,"D"
"Normie",1,"D"
"Billy Tea",1,"D"
"Zackyjack",1,"D"
"Jiffy",1,"D"
"LeeLoo",1,"D"
"Coaster",1,"D"
"Dutchie",1,"D"
"Aika Mulu",1,"D"
"JC",1,"D"
"Alonza",1,"D"
"Amira",1,"D"
"Wolflink",1,"D"
"Raffaello",1,"D"
"Bella Lucia",1,"D"
"Hari",1,"D"
"Jimbo",1,"D"
"Bucky",1,"D"
"Maggie Moo",1,"D"
"Handsome",1,"D"
"Issie",1,"D"
"Byron Engle",1,"D"
"Charlie Engle",1,"D"
"Marttini",1,"D"
"Bailey Boo",1,"D"
"Jingle",1,"D"
"Sherry Baby",1,"D"
"Mijee",1,"D"
"Albert Einstein",1,"D"
"Floyd Quinn",1,"D"
"Baxter Rankin",1,"D"
"Murfy",1,"D"
"Lucy Dauth",1,"D"
"Puggles",1,"D"
"Nahli",1,"D"
"francesca berger",1,"D"
"Bellah (Chebrazblue)",1,"D"
"Jassie",1,"D"
"Obey",1,"D"
"Nutsie",1,"D"
"Lhasa",1,"D"
"Jenji",1,"D"
"Billy the Kid",1,"D"
"Ollie McAteer",1,"D"
"Tallis",1,"D"
"Yankee-Doodle",1,"D"
"Scooby-Doo",1,"D"
"Jay-Dee",1,"D"
"Zamba",1,"D"
"Dash Carlon",1,"D"
"Skout",1,"D"
"Angus Bruce Glare",1,"D"
"Bob Monti",1,"D"
"Whitnail",1,"D"
"Skurfy",1,"D"
"Honey Rose",1,"D"
"Iyla",1,"D"
"Tarzan",1,"D"
"Miss Penelope",1,"D"
"Sigi",1,"D"
"Sweet Pea",1,"D"
"Yasmin",1,"D"
"Jambi",1,"D"
"Arrow California",1,"D"
"Laurence",1,"D"
"Frank Adamson",1,"D"
"Marzo",1,"D"
"Cheko",1,"D"
"Asteroid",1,"D"
"Shea",1,"D"
"Bal",1,"D"
"Pugley",1,"D"
"Mr Walker",1,"D"
"collie",1,"D"
"Darrel",1,"D"
"Bin",1,"D"
"O'Hanna",1,"D"
"Karzi",1,"D"
"Asia",1,"D"
"Seeza",1,"D"
"Torsten",1,"D"
"Icon",1,"D"
"Unkas",1,"D"
"Zooma",1,"D"
"Soxi",1,"D"
"Keelee",1,"D"
"Gigi Jones-Packham",1,"D"
"Zaza",1,"D"
"Aero",1,"D"
"Hoot",1,"D"
"Daboo (Doobie)",1,"D"
"Gentleman",1,"D"
"Amour",1,"D"
"tenterfield terrier",1,"D"
"Farnsy",1,"D"
"Sergei",1,"D"
"Kajana",1,"D"
"Yeezy",1,"D"
"Shieba",1,"D"
"Sasha (Wattavue Under Aurora)",1,"D"
"Woogie",1,"D"
"Mishca",1,"D"
"biggie smalls",1,"D"
"Arleigh",1,"D"
"Scobbie",1,"D"
"Vini",1,"D"
"Rollo Selig",1,"D"
"Coco Bear",1,"D"
"(not advised)",1,"D"
"Dulla",1,"D"
"Shollie",1,"D"
"Muzza",1,"D"
"Naala",1,"D"
"Bogart Stannard",1,"D"
"Axuxu",1,"D"
"Lukie",1,"D"
"Fernando",1,"D"
"Randolph",1,"D"
"Darom",1,"D"
"Beto",1,"D"
"Raina",1,"D"
"Uppy",1,"D"
"Myste",1,"D"
"Andrey",1,"D"
"Huckleberry",1,"D"
"Arlu",1,"D"
"Zilla",1,"D"
"Elvyne Brandy",1,"D"
"Xhosa",1,"D"
"Shera",1,"D"
"Latte de Lyster",1,"D"
"Pepe (Austin)",1,"D"
"Lucy (Lacey)",1,"D"
"Annie Bear",1,"D"
"Spyro",1,"D"
"Samson aka Sam Sam",1,"D"
"Hoochie",1,"D"
"Baby Jane",1,"D"
"Island",1,"D"
"Rivet",1,"D"
"Maginty",1,"D"
"Bubba Jack",1,"D"
"Bundee",1,"D"
"Prema",1,"D"
"Choppers",1,"D"
"Mummas",1,"D"
"Quinno",1,"D"
"Gypsy Girl",1,"D"
